Date,Close,High,Low,Open,Volume,Ticker
2021-02-22,906.3446655273438,943.2646823971752,900.4095436576987,938.7963735267837,23804335,RELIANCE.NS
2021-02-23,913.27294921875,926.5650596508531,908.8272033401173,924.3534685124855,25644108,RELIANCE.NS
2021-02-24,930.2208862304688,932.1390906998175,914.4914901976813,916.2291858661802,10807663,RELIANCE.NS
2021-02-25,967.8403930664062,971.2931609562635,935.6369439506498,936.9909986645049,34855693,RELIANCE.NS
2021-02-26,941.4141845703125,963.123829134179,934.5988434646592,955.4961387654923,37481215,RELIANCE.NS
2021-03-01,948.590576171875,953.2394537638484,930.897848571293,952.4269850885058,17680764,RELIANCE.NS
2021-03-02,950.5313110351562,961.3635697154016,942.9036206682259,957.752856616694,17150760,RELIANCE.NS
2021-03-03,993.905517578125,1001.9394719927689,951.0729423807295,957.3240740262065,31924461,RELIANCE.NS
2021-03-04,982.0578002929688,988.421750465709,973.8659000002634,983.9308776144062,21435754,RELIANCE.NS
2021-03-05,983.3440551757812,998.3512962856287,971.7670781260525,973.0985692708165,25511666,RELIANCE.NS
2021-03-08,988.9408569335938,1007.355680497462,978.5148017597687,978.7404377726681,19506841,RELIANCE.NS
2021-03-09,988.9181518554688,999.1862609710787,968.8559482883367,992.9576927650287,15154484,RELIANCE.NS
2021-03-10,984.8109741210938,999.7730887336929,979.5302558776189,996.1171885060364,11519358,RELIANCE.NS
2021-03-12,964.7939453125,995.846415828836,958.6105036545637,990.7010789298332,16864952,RELIANCE.NS
2021-03-15,951.8402709960938,969.894016181107,939.022056998036,965.899662068002,16698099,RELIANCE.NS
2021-03-16,948.0940551757812,959.558213666829,945.7922099765842,954.142054646313,13873801,RELIANCE.NS
2021-03-17,927.6707763671875,949.1773492874154,918.5310260738679,946.9431947370554,19210236,RELIANCE.NS
2021-03-18,906.796142578125,940.9629260845496,903.1402423037733,935.5918936777657,20647480,RELIANCE.NS
2021-03-19,939.6990966796875,945.9502287147974,894.9257507304794,898.6267780925764,41787429,RELIANCE.NS
2021-03-22,930.8527221679688,936.088313055874,917.6734905482226,934.7343179799378,18572478,RELIANCE.NS
2021-03-23,942.1815185546875,952.2013688377597,927.9641819762402,930.6496682735799,17421165,RELIANCE.NS
2021-03-24,924.0374755859375,938.6835805295864,920.9232211318065,938.6835805295864,16822814,RELIANCE.NS
2021-03-25,898.829833984375,927.0614339788925,895.9186520687285,927.0614339788925,22001648,RELIANCE.NS
2021-03-26,900.2742309570312,908.8723362515558,890.8185894008787,908.1050543980848,20180202,RELIANCE.NS
2021-03-30,915.9132080078125,924.7595715908199,898.8749446091667,906.2995626603248,20441701,RELIANCE.NS
2021-03-31,904.0879516601562,925.2108826971944,902.2374380883726,910.8130382876154,16250796,RELIANCE.NS
2021-04-01,912.5506591796875,916.2291226638978,904.1105004046987,910.813023323116,11723312,RELIANCE.NS
2021-04-05,899.3489379882812,913.9724790288182,885.582933146535,913.9499154284324,14875099,RELIANCE.NS
2021-04-06,895.6027221679688,904.9229807916713,888.6971267728383,904.4942127215924,14009194,RELIANCE.NS
2021-04-07,903.9752197265625,923.8569756395913,899.664915309728,902.6889153894526,24266353,RELIANCE.NS
2021-04-08,905.1035766601562,912.6184496390974,899.5294718287386,907.6536814191865,15369188,RELIANCE.NS
2021-04-09,894.5872802734375,905.5549215962554,893.6619935421585,901.989335355401,14037885,RELIANCE.NS
2021-04-12,862.5869140625,885.2669734194948,857.6672732350632,884.1837415365642,20901482,RELIANCE.NS
2021-04-13,871.9071655273438,875.8790157297038,865.6109063786529,868.3866470158723,19411189,RELIANCE.NS
2021-04-15,877.5489501953125,885.0863863250735,863.421868505896,869.4247410901053,19723716,RELIANCE.NS
2021-04-16,872.0425415039062,880.0764962565872,869.492436882543,874.0736236379038,15656948,RELIANCE.NS
2021-04-19,858.3217163085938,864.9564895083129,853.0409979470431,859.3598210383852,18478808,RELIANCE.NS
2021-04-20,858.0734252929688,866.1298835841033,853.2440391612164,862.2934748740392,17203668,RELIANCE.NS
2021-04-22,860.4429931640625,864.0763296197583,847.0380660893645,854.05647971313,14490954,RELIANCE.NS
2021-04-23,859.5177612304688,866.084783440233,855.4556567138424,860.2624793969826,11828857,RELIANCE.NS
2021-04-26,874.6378173828125,885.5378273951245,862.7448895453444,866.5813583165724,20846778,RELIANCE.NS
2021-04-27,897.5661010742188,901.4250736005504,874.8183510247649,875.6081964100579,19992524,RELIANCE.NS
2021-04-28,901.4701538085938,906.2995399608012,893.729645559396,901.7184130880825,17122437,RELIANCE.NS
2021-04-29,913.5436401367188,922.7736442808828,905.9836407520165,913.0245579839406,17412606,RELIANCE.NS
2021-04-30,900.2064819335938,918.9372550182458,897.0696639164535,906.5253048610995,19828769,RELIANCE.NS
2021-05-03,884.206298828125,893.2106078294329,877.0073762854873,887.3431167617707,23640186,RELIANCE.NS
2021-05-04,865.0466918945312,888.1555786981006,862.5192105636345,880.1216239409943,21849830,RELIANCE.NS
2021-05-05,866.6264038085938,874.9311213941457,861.1876811156937,868.0932764991574,12393609,RELIANCE.NS
2021-05-06,871.5460205078125,873.3514068231331,860.533193830387,867.4162254267926,14624666,RELIANCE.NS
2021-05-07,871.8845825195312,882.6717141211767,869.289350739611,874.5926322966467,12288548,RELIANCE.NS
2021-05-10,869.3795776367188,878.6772726130321,867.0100416182049,875.1568139833493,13941237,RELIANCE.NS
2021-05-11,872.5165405273438,874.9537675806936,862.0678622246373,864.324640162575,13478264,RELIANCE.NS
2021-05-12,863.4895629882812,872.4036175039552,860.7138223730607,871.1398768410697,13177961,RELIANCE.NS
2021-05-14,874.3895263671875,876.5108030934095,860.2624453618109,870.2145443263449,13291616,RELIANCE.NS
2021-05-17,884.7930908203125,886.1922131252846,871.2752855358857,874.3895996285223,11873078,RELIANCE.NS
2021-05-18,897.2501220703125,903.8623311241566,890.2768357355067,894.1133042302491,12064918,RELIANCE.NS
2021-05-19,901.357421875,910.1135316770341,890.0512670062741,893.661980396703,16317002,RELIANCE.NS
2021-05-20,896.0992431640625,907.6085298258828,894.1133478678807,901.7410386469029,11422532,RELIANCE.NS
2021-05-21,903.8397827148438,907.0217278069957,896.3700373777015,899.0780871843959,10785605,RELIANCE.NS
2021-05-24,896.2120361328125,907.1120455871035,894.5646545808229,906.2995769189343,8551760,RELIANCE.NS
2021-05-25,886.0567626953125,901.3347663974367,884.6350172082499,901.0639435208391,14780102,RELIANCE.NS
2021-05-26,889.1710815429688,893.436318314461,887.0272410491106,891.4052361303035,7480204,RELIANCE.NS
2021-05-27,891.9017333984375,899.5294239766795,885.6506014850115,889.283937975624,26819294,RELIANCE.NS
2021-05-28,945.476318359375,950.0800090423911,898.1754320907405,898.1754320907405,56469931,RELIANCE.NS
2021-05-31,975.0393676757812,989.2115769657272,941.0757172389948,948.7259715836556,59124142,RELIANCE.NS
2021-06-01,978.9208984375,993.8603885283871,968.8107347954659,977.611970938607,28013832,RELIANCE.NS
2021-06-02,993.5220336914062,997.2456250100269,973.5500221853252,973.5500221853252,24630162,RELIANCE.NS
2021-06-03,997.3131713867188,1015.5249208069228,991.1974809457165,1002.4358843892015,23974257,RELIANCE.NS
2021-06-04,988.6699829101562,1000.38234182816,985.8490553582253,999.6376236399614,14468646,RELIANCE.NS
2021-06-07,1005.3245239257812,1011.9141694726093,986.1875471509084,993.8604245557929,16336573,RELIANCE.NS
2021-06-08,999.5474243164062,1005.2117836404444,992.1228056254331,1004.9635840254113,9674735,RELIANCE.NS
2021-06-09,981.674072265625,1002.4358661639994,973.9786315641471,1001.5332028305284,11409161,RELIANCE.NS
2021-06-10,985.284912109375,1006.4980988117626,982.8250618353879,989.9788572705107,14155653,RELIANCE.NS
2021-06-11,1002.375244140625,1009.1011338517071,987.4063134106076,988.6745196444147,13762778,RELIANCE.NS
2021-06-14,1016.7554931640625,1022.8019357932958,994.1775030221097,1003.213263471595,20332436,RELIANCE.NS
2021-06-15,1019.0652465820312,1030.3428892787051,1014.6719292575741,1024.04738247787,15174215,RELIANCE.NS
2021-06-16,1001.6732177734375,1017.7291568032897,999.0689384128791,1016.7554197633551,10797349,RELIANCE.NS
2021-06-17,1003.5074462890625,1012.2714382271374,987.3156552101422,996.419281037144,15745975,RELIANCE.NS
2021-06-18,1008.0366821289062,1012.2715036865906,989.3311797612216,1007.9687553467284,29369026,RELIANCE.NS
2021-06-21,1013.29052734375,1017.9329096042337,996.4873342427861,998.0046053152495,12186448,RELIANCE.NS
2021-06-22,1008.08203125,1024.0474616919707,1005.1833424900376,1020.8769459855561,12871913,RELIANCE.NS
2021-06-23,998.8426513671875,1019.337135312155,997.1894665607985,1019.0654281386422,16653951,RELIANCE.NS
2021-06-24,975.3587036132812,1003.0319792586279,969.2443347205035,999.5218896905816,91461975,RELIANCE.NS
2021-06-25,953.14306640625,975.3587188779936,942.5674531142881,975.3587188779936,55355022,RELIANCE.NS
2021-06-28,944.7868041992188,963.1299720367883,942.5222185353294,961.0918688993542,20277042,RELIANCE.NS
2021-06-29,945.60205078125,955.2039275943256,943.9262837366043,946.3720075153033,27144063,RELIANCE.NS
2021-06-30,955.9512329101562,961.3862145219897,947.0740283906408,949.4291830957576,19762858,RELIANCE.NS
2021-07-01,950.1991577148438,961.6126545352091,948.863024683412,959.280142195751,12534407,RELIANCE.NS
2021-07-02,964.284912109375,966.0286658416347,947.9345627995748,949.7688855828178,14086620,RELIANCE.NS
2021-07-05,973.8641357421875,975.3814069298204,965.3945518663345,967.6364952540457,11702287,RELIANCE.NS
2021-07-06,962.3599243164062,973.2752309763289,960.2765368506975,971.486252797126,10070124,RELIANCE.NS
2021-07-07,955.679443359375,963.6961219133111,950.2218196134942,963.6961219133111,10454892,RELIANCE.NS
2021-07-08,947.7760009765625,958.8045791709611,942.5221577829742,958.8045791709611,11185460,RELIANCE.NS
2021-07-09,938.0835571289062,947.3683817256788,935.7736870853545,945.6925548959384,9037675,RELIANCE.NS
2021-07-12,943.9262084960938,951.8069732106677,939.5781755914345,941.9559723923293,8585292,RELIANCE.NS
2021-07-13,950.9917602539062,952.5090313833667,945.7152147930674,951.1276138236502,6717133,RELIANCE.NS
2021-07-14,944.7868041992188,954.2301252196338,942.6354298484742,951.2861518765445,8532544,RELIANCE.NS
2021-07-15,943.1336669921875,948.8630578642602,941.3899132919198,948.8630578642602,9448356,RELIANCE.NS
2021-07-16,956.7437744140625,957.8081403899708,945.5114158643191,945.5793426478567,8828185,RELIANCE.NS
2021-07-19,950.6520385742188,961.9976083202988,947.6174964042133,951.1275859545519,8354449,RELIANCE.NS
2021-07-20,948.3195190429688,954.7509997157346,943.8809767465054,950.9011562369292,6741464,RELIANCE.NS
2021-07-22,960.5030517578125,961.9523961689722,950.2897739918685,959.7330950269046,7972397,RELIANCE.NS
2021-07-23,953.7092895507812,966.7306870173245,952.0561048845019,966.7306870173245,9937030,RELIANCE.NS
2021-07-26,940.642578125,960.6388700312618,938.0382987131833,954.750983452507,12389668,RELIANCE.NS
2021-07-27,930.746337890625,943.7450933231961,924.8584510240973,940.6199818363403,10824523,RELIANCE.NS
2021-07-28,922.7523803710938,932.1051326635076,913.1957878078247,932.1051326635076,12897848,RELIANCE.NS
2021-07-29,929.9536743164062,939.5329082786225,925.4924300252735,930.2933681370648,13765738,RELIANCE.NS
2021-07-30,921.8238525390625,936.6115854453042,919.9215431668897,932.1050565925411,11350608,RELIANCE.NS
2021-08-02,938.6724243164062,941.7975357253354,924.4734496016514,930.4293230086479,10925104,RELIANCE.NS
2021-08-03,945.579345703125,947.0513322851771,934.9131634487219,946.5984271599676,11817299,RELIANCE.NS
2021-08-04,952.8260498046875,957.4684320780918,945.2396345210956,948.5912282263394,13169800,RELIANCE.NS
2021-08-05,966.64013671875,975.9475444073931,953.0525626247831,957.6043762856963,21252078,RELIANCE.NS
2021-08-06,946.1681518554688,972.392083052254,941.5030673967123,964.6924564242829,16620987,RELIANCE.NS
2021-08-09,940.7784423828125,946.5078930939915,935.9548618556917,942.522196064497,7494143,RELIANCE.NS
2021-08-10,945.7152709960938,957.0156171230963,939.2385654839516,942.9751378756041,11919198,RELIANCE.NS
2021-08-11,958.963134765625,960.1859966454768,943.6092248291548,949.7462363911606,9184963,RELIANCE.NS
2021-08-12,955.88330078125,962.9941092821113,953.3922326146494,962.4052906590396,8137612,RELIANCE.NS
2021-08-13,971.8032836914062,973.7282353115995,955.181228214771,958.9630848706249,12780901,RELIANCE.NS
2021-08-16,984.4171142578125,997.7782056289792,963.8772875225334,973.4791642916643,21935444,RELIANCE.NS
2021-08-17,980.2276000976562,989.716205298415,972.7997402220516,982.3110475847799,12658169,RELIANCE.NS
2021-08-18,984.0321044921875,990.4408829212671,974.9511198541776,984.6435653646352,10075860,RELIANCE.NS
2021-08-20,972.9808959960938,983.7376470917055,967.88554870858,970.6030393085123,9426282,RELIANCE.NS
2021-08-23,979.3670654296875,984.6435509846982,965.7568499022403,984.6435509846982,9854395,RELIANCE.NS
2021-08-24,989.036865234375,992.7960796490014,976.3098177521405,980.5899239821464,11864472,RELIANCE.NS
2021-08-25,997.5969848632812,1005.4778098902966,987.4063495975512,989.8068486851395,13380559,RELIANCE.NS
2021-08-26,1010.2107543945312,1016.7554463089577,998.6839861429403,1000.0427614622415,18589616,RELIANCE.NS
2021-08-27,1008.829345703125,1015.7817181947378,1003.6887734868195,1013.1773788430729,10480636,RELIANCE.NS
2021-08-30,1028.2369384765625,1030.7733511879242,1013.086868200183,1019.0653841621985,14027062,RELIANCE.NS
2021-08-31,1022.7565307617188,1034.351165067264,1015.5550939662595,1031.2486961976206,26485463,RELIANCE.NS
2021-09-01,1026.810302734375,1038.4956282529236,1024.9533974079704,1029.4825691995866,11145486,RELIANCE.NS
2021-09-02,1039.1748046875,1045.2438888621152,1021.32982832915,1021.32982832915,9956770,RELIANCE.NS
2021-09-03,1081.79443359375,1084.7384068201698,1042.8435137983438,1046.2403322593964,30664428,RELIANCE.NS
2021-09-06,1098.5977783203125,1123.2365131929273,1092.4380047519112,1092.8909697996994,33641710,RELIANCE.NS
2021-09-07,1105.52734375,1113.272195169168,1092.4379602260194,1100.5904921516135,17349882,RELIANCE.NS
2021-09-08,1101.2020263671875,1111.4606486919852,1090.0149514607642,1110.554838373318,14301651,RELIANCE.NS
2021-09-09,1098.5977783203125,1104.145971203985,1094.2950296674799,1099.6394421897962,8963249,RELIANCE.NS
2021-09-13,1074.1175537109375,1101.949327153265,1072.5323557228828,1101.949327153265,16311160,RELIANCE.NS
2021-09-14,1072.7135009765625,1084.2854942866497,1071.6037904973264,1075.6801166083583,8908356,RELIANCE.NS
2021-09-15,1077.1746826171875,1085.0780298856923,1072.7360805602518,1072.7360805602518,9071075,RELIANCE.NS
2021-09-16,1099.7752685546875,1103.6476943262978,1072.0567074838173,1078.6466838742622,13448882,RELIANCE.NS
2021-09-17,1082.7227783203125,1112.2983612101125,1075.9516645338,1107.8371172912175,34882133,RELIANCE.NS
2021-09-20,1084.4439697265625,1095.3139316833478,1073.415392150155,1074.3664868663025,11779819,RELIANCE.NS
2021-09-21,1089.1317138671875,1094.521410709491,1079.756260196694,1089.2675674362638,9915736,RELIANCE.NS
2021-09-22,1100.8170166015625,1106.025455452025,1086.210362198153,1090.6263219107966,10995912,RELIANCE.NS
2021-09-23,1127.7203369140625,1130.9360171926044,1107.6107744419755,1108.4713001643795,15748397,RELIANCE.NS
2021-09-24,1124.459228515625,1134.7631343059459,1119.613065939266,1133.9026086017536,15192163,RELIANCE.NS
2021-09-27,1143.3685302734375,1145.8370159244848,1121.1077134942575,1126.4068411721403,15373834,RELIANCE.NS
2021-09-28,1154.0574951171875,1161.689135216267,1138.092065214608,1147.6939414575027,18035258,RELIANCE.NS
2021-09-29,1144.90869140625,1163.9991145771864,1141.3758992926414,1163.9991145771864,9719875,RELIANCE.NS
2021-09-30,1141.013427734375,1147.965800183617,1132.4533348800387,1143.617767070168,13590654,RELIANCE.NS
2021-10-01,1143.0289306640625,1150.320936930379,1130.0302358504632,1133.1779894261922,8958928,RELIANCE.NS
2021-10-04,1157.72607421875,1166.1955973057436,1149.075293250508,1156.2993722307872,10918552,RELIANCE.NS
2021-10-05,1181.7532958984375,1183.0215020120208,1153.7402689056823,1157.25041807704,13533634,RELIANCE.NS
2021-10-06,1159.40185546875,1186.6221652780882,1155.438860897584,1186.6221652780882,10258881,RELIANCE.NS
2021-10-07,1165.0860595703125,1177.0204479976474,1162.9573276219362,1175.3219190109808,6336665,RELIANCE.NS
2021-10-08,1209.8570556640625,1215.8129290316733,1169.207605953432,1170.906015220909,15772493,RELIANCE.NS
2021-10-11,1201.4326171875,1231.9366542030143,1198.1263679197398,1223.5124154081877,14768666,RELIANCE.NS
2021-10-12,1208.29443359375,1215.1788796176056,1196.2694750157295,1197.9680041586355,6682011,RELIANCE.NS
2021-10-13,1220.5911865234375,1231.7103344750674,1208.9737889938256,1213.3671067441883,9959762,RELIANCE.NS
2021-10-14,1223.0594482421875,1230.7817769408248,1217.0809330176019,1223.036805981498,8623469,RELIANCE.NS
2021-10-18,1226.320556640625,1243.2596035729455,1205.8033136478314,1208.6567177514992,13594479,RELIANCE.NS
2021-10-19,1237.3037109375,1246.1356302424738,1226.5016753447112,1233.6577079515857,8833409,RELIANCE.NS
2021-10-20,1223.0594482421875,1242.2405578545067,1219.0285268378586,1242.2405578545067,12710570,RELIANCE.NS
2021-10-21,1187.77734375,1235.560187794889,1179.0359922815946,1235.2884806281218,20831669,RELIANCE.NS
2021-10-22,1189.99658203125,1206.9810344630644,1182.7951444896785,1186.6449281501523,11027475,RELIANCE.NS
2021-10-25,1178.4017333984375,1213.819979870448,1163.9989792562783,1213.819979870448,17198417,RELIANCE.NS
2021-10-26,1205.2371826171875,1208.7926167498356,1179.013250231775,1185.3315195274101,9750178,RELIANCE.NS
2021-10-27,1189.99658203125,1212.3707315877277,1186.6222858874532,1201.138372284091,9896298,RELIANCE.NS
2021-10-28,1176.9525146484375,1194.7748510901267,1173.283988789091,1186.6449607541927,9886181,RELIANCE.NS
2021-10-29,1148.7130126953125,1175.8427530223264,1133.0646952081202,1175.8427530223264,14233025,RELIANCE.NS
2021-11-01,1149.4150390625,1157.6581394917466,1129.6224692481335,1148.7130092033958,15481114,RELIANCE.NS
2021-11-02,1132.6571044921875,1154.0348738636576,1130.143454028727,1152.6760985535552,10569130,RELIANCE.NS
2021-11-03,1124.8670654296875,1141.353269066621,1114.6310849978502,1135.034999269857,11989430,RELIANCE.NS
2021-11-04,1131.77392578125,1134.514118637374,1127.7656464746356,1129.1016597099565,1705656,RELIANCE.NS
2021-11-08,1133.177978515625,1141.3531527093287,1112.5475239087214,1141.0813257713814,20337183,RELIANCE.NS
2021-11-09,1142.1231689453125,1145.38413396809,1126.4295651226153,1134.5594552172417,15682497,RELIANCE.NS
2021-11-10,1154.8953857421875,1158.56403111527,1133.9479393972968,1139.8585280650227,10253470,RELIANCE.NS
2021-11-11,1157.00146484375,1164.2254244154967,1148.3959679290283,1150.4341308509872,10722478,RELIANCE.NS
2021-11-12,1174.46142578125,1177.0204805624614,1158.1110771767962,1160.783343266853,8712341,RELIANCE.NS
2021-11-15,1167.5318603515625,1178.583081524526,1163.9990683781703,1177.586582367733,4803269,RELIANCE.NS
2021-11-16,1140.402099609375,1166.2636363626991,1130.0302662731583,1164.9275032865714,11337581,RELIANCE.NS
2021-11-17,1115.9898681640625,1131.819326460902,1114.631092727357,1131.819326460902,10202029,RELIANCE.NS
2021-11-18,1120.2017822265625,1127.3126501781812,1109.6714536653499,1114.177982402732,8505625,RELIANCE.NS
2021-11-22,1070.5848388671875,1109.1961291306902,1064.8101030658254,1103.353466536403,24124307,RELIANCE.NS
2021-11-23,1080.5941162109375,1087.5691305828452,1045.7874503355001,1056.6800550508478,25326999,RELIANCE.NS
2021-11-24,1064.9912109375,1091.4868494573443,1061.4357769402945,1077.9446209027212,16820296,RELIANCE.NS
2021-11-25,1129.1016845703125,1133.2006528139436,1067.5954770563671,1074.7742721480843,42401936,RELIANCE.NS
2021-11-26,1092.7098388671875,1122.149452357917,1087.6824179851199,1117.7108501017365,15763138,RELIANCE.NS
2021-11-29,1105.799072265625,1132.2948314861248,1086.5953193762673,1104.7121238946838,24325354,RELIANCE.NS
2021-11-30,1089.4486083984375,1121.3793456985663,1081.9528225027632,1117.8012696969345,32172299,RELIANCE.NS
2021-12-01,1117.3486328125,1120.519028933976,1098.3713010103995,1101.9493776790864,10104610,RELIANCE.NS
2021-12-02,1124.52734375,1130.5737867535804,1114.9028239659328,1118.5714698041102,12720411,RELIANCE.NS
2021-12-03,1090.7396240234375,1131.6154976946157,1087.0030516324528,1131.5702131686844,19222481,RELIANCE.NS
2021-12-06,1070.0638427734375,1098.3259382907745,1067.595476803198,1094.2497321105475,10332254,RELIANCE.NS
2021-12-07,1078.7825927734375,1088.8146726752468,1068.8863664494722,1076.2010153934032,11235122,RELIANCE.NS
2021-12-08,1095.2008056640625,1101.405743762558,1089.8563933091182,1097.9183562650253,8744178,RELIANCE.NS
2021-12-09,1112.5701904296875,1120.9265028973477,1098.3259314492311,1102.8551026436394,13213547,RELIANCE.NS
2021-12-10,1113.7025146484375,1116.8955527047663,1100.7489847314073,1105.2328712872275,8364414,RELIANCE.NS
2021-12-13,1091.37353515625,1120.5640791956964,1088.8144806900814,1120.2923720879173,12901733,RELIANCE.NS
2021-12-14,1078.0125732421875,1089.7205393231307,1074.9553887174345,1077.944646457222,12991523,RELIANCE.NS
2021-12-15,1074.864990234375,1089.267747138745,1069.3846036415657,1079.7564383300423,9366969,RELIANCE.NS
2021-12-16,1088.7694091796875,1094.0232528934675,1072.8040976676455,1089.5846504628314,9761279,RELIANCE.NS
2021-12-17,1060.03173828125,1090.6263454753455,1050.7694958949853,1086.1198166210095,21049821,RELIANCE.NS
2021-12-20,1031.4527587890625,1049.7958677716224,1017.7519129116022,1049.7958677716224,14325846,RELIANCE.NS
2021-12-21,1046.806640625,1062.545530320319,1038.1786200134966,1046.8519251541745,12836561,RELIANCE.NS
2021-12-22,1071.6490478515625,1074.276029474332,1051.6754577350616,1052.988828746117,17658543,RELIANCE.NS
2021-12-23,1071.2640380859375,1077.944583084397,1068.0030733980013,1075.2270326442374,9072401,RELIANCE.NS
2021-12-24,1074.68359375,1083.3795393185057,1058.7181649806878,1073.4153876003008,7886494,RELIANCE.NS
2021-12-27,1073.5286865234375,1077.0388360812635,1063.4966072069749,1069.588333994207,4017223,RELIANCE.NS
2021-12-28,1086.2783203125,1089.1996512774408,1074.7968966086662,1075.9517717574063,6374613,RELIANCE.NS
2021-12-29,1088.1353759765625,1095.6085205634522,1078.8957755234705,1082.926817028114,15425312,RELIANCE.NS
2021-12-30,1068.4786376953125,1089.2449463146104,1062.3642685656102,1087.0030029803643,29333171,RELIANCE.NS
2021-12-31,1072.5775146484375,1079.710904759357,1068.8862272626782,1074.7741732718725,9477290,RELIANCE.NS
2022-01-03,1088.74658203125,1090.6036067166367,1070.4940456132024,1071.150790940942,5421611,RELIANCE.NS
2022-01-04,1113.3173828125,1114.6308734629547,1088.8145046450295,1094.2043208037267,10847728,RELIANCE.NS
2022-01-05,1118.526123046875,1121.877776996668,1101.9267085410534,1115.0840198447643,11643813,RELIANCE.NS
2022-01-06,1094.4761962890625,1111.4606489189575,1091.0792578429503,1110.1924425923644,14447422,RELIANCE.NS
2022-01-07,1103.30810546875,1113.2949007403674,1092.2342419850618,1101.020877531252,13112115,RELIANCE.NS
2022-01-10,1104.2138671875,1112.8193642531028,1094.2723568788356,1110.5547786779957,9246731,RELIANCE.NS
2022-01-11,1112.1627197265625,1120.9492358826358,1102.8551919025351,1103.3081569787676,16205164,RELIANCE.NS
2022-01-12,1141.8511962890625,1143.595009691511,1116.4425076278837,1119.2959115588758,14800442,RELIANCE.NS
2022-01-13,1148.2828369140625,1150.8645340891296,1136.0993826537385,1141.9194026287705,11856712,RELIANCE.NS
2022-01-14,1149.9586181640625,1162.7761757448827,1144.0027445379585,1148.1469975068374,19930176,RELIANCE.NS
